BiolayoutID,id_Food,Food Code,Food Name,Description,Group,Group (sub-class),Constant,Energy kJ kJ,Previous,Comments,Description Footnote,LEnergy (kcal) (kcal),LProtein (g),LCarbohydrate (g),LTotal Sugars (g),LStarch (g),Citric acid (g),Malic acid (g),Total Phytosterols (mg),Other Cholesterol and Phytosterols (mg),Phytosterol (mg),Beta-sitosterol (mg),Brassicasterol (mg),Campesterol (mg),Delta-5-avenasterol (mg),Delta-7-avenasterol (mg),Delta-7-stigmastenol (mg),Stigmasterol (mg),All-trans-retinol (µg),13-cis-retinol (µg),Dehydroretinol (µg),Retinaldehyde (µg),Alpha-carotene (µg),Beta-carotene (µg),Cryptoxanthins (µg),Lutein (µg),Lycopene (µg),25-hydroxy vitamin D3 (µg),Cholecalciferol (µg),5-mehtyl folate (µg),Alpha-tocopherol (mg),Beta-tocopherol (mg),Delta-tocopherol (mg),Gamma-tocopherol (mg),Alpha-tocotrienol (mg),Delta-tocotrienol (mg),Gamma-tocotrienol (mg),Water g,Total nitrogen g,Protein g,Fat g,Carbohydrate g,Energy kcal kcal,Starch g,Oligosaccharide g,Total sugars g,Glucose g,Galactose g,Fructose g,Sucrose g,Maltose g,Lactose g,Alcohol g,NSP g,AOAC fibre g,Satd FA /100g FA g,Satd FA /100g fd g,n-6 poly /100g FA g,n-6 poly /100g food g,n-3 poly /100g FA g,n-3 poly /100g food g,cis-Mono FA /100g FA g,cis-Mono FA /100g Food g,Mono FA/ 100g FA g,Mono FA /100g food g,cis-Polyu FA /100g FA g,cis-Poly FA /100g Food g,Poly FA /100g FA g,Poly FA /100g food g,Sat FA excl Br /100g FA g,Sat FA excl Br /100g food g,Branched chain FA /100g FA g,Branched chain FA /100g food g,ans FAs /100g FA g,ans FAs /100g food g,Cholesterol mg,Retinol (µg),Carotene (µg),Retinol Equivalent (µg),Vitamin D (µg),Vitamin E (mg),Vitamin K1 (µg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Tryptophan/60 (mg),Niacin equivalent (mg),Vitamin B6 (mg),Vitamin B12 (µg),Folate (µg),Pantothenate (mg),Biotin (µg),Vitamin C (mg),Sodium mg,Potassium mg,Calcium mg,Magnesium mg,Phosphorus mg,Iron mg,Copper mg,Zinc mg,Chloride mg,Manganese mg,Selenium µg,Iodine µg
"Duck, crispy, chinese style",415,18-490,"Duck, crispy, chinese style","10 samples from chinese takeaways, seasoned roasted duck",Meat and meat products ,MCC,18490,1375,,"Aspland and James Ltd, 1997, Nutrient analysis of ethnic and takeaway foods, Food Surveillance Information Sheet No.147",,330,27.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,2.07,0,0,0.97,0,0,0,44,4.46,27.9,24.2,0.3,331,0,0.3,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,12.3,0,0,0,3.4,0,0,0,0,0,0.2,63,9,0,9,1,2.17,0,0.09,0.39,3.5,4.2,7.7,0.15,2.8,15,1.5,0.4,0,453,292,22,25,257,3.98,0.3,2.8,396,0.1,22,0
"Duck, roasted, meat only",416,18-372,"Duck, roasted, meat only",10 samples from dressed carcase,Meat and meat products ,MCC,329,815,50-447 18-463 ,As MPG 18-372 and FA 18-463,,195,25.3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.1,4.05,25.3,10.4,0,195,0,0,0,0,0,0,0,0,0,0,0,0,33.5,3.3,12.5,1.23,1.1,0.11,51.9,5.1,53,5.2,13.3,1.31,13.6,1.3,33.5,3.29,0,0,1.4,0.1,115,0,0,0,0,0.02,0,0.26,0.47,5.1,5.4,0,0.25,3,10,1.5,4,0,96,270,13,20,200,2.7,0.31,2.6,96,0,22,0
"Duck, roasted, meat, fat and skin",417,18-374,"Duck, roasted, meat, fat and skin","20 samples; meat, fat and skin = 0.42 of dressed carcase",Meat and meat products ,MCC,330,1750,50-448 14-464 ,As MPG 18-374 (fatty acid data from a different sample with a higher fat content is available in 18-464),,423,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6,3.2,20,38.1,0,423,0,0,0,0,0,0,0,0,0,0,0,0,31.8,11.4,0,0,0,0,0,0,53.6,19.3,0,0,14.6,5.3,0,0,0,0,1.1,0.4,99,0,0,0,0,0,0,0.18,0.51,3.8,4.2,0,0.31,2,15,2.6,7,0,87,220,22,17,180,1.7,0.23,2.2,76,0.2,22,0
"Goose, roasted, meat, fat and skin",418,18-376,"Goose, roasted, meat, fat and skin","5 samples; meat, fat and skin = 0.65 of dressed carcase",Meat and meat products ,MCE,331,1252,50-449 ,As MPG 18-376,,301,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.1,4.4,27.5,21.2,0,301,0,0,0,0,0,0,0,0,0,0,0,0,32.9,6.6,0,0,0,0,0,0,49.4,9.9,0,0,12,2.4,0,0,0,0,0,0,91,21,0,21,0,0,0,0.12,0.51,4.6,5.5,0,0.42,2,12,1.4,3,0,80,320,10,23,220,3.3,0.15,2.6,80,0.01,0,0
"Grouse, roasted, meat only",419,18-377,"Grouse, roasted, meat only","10 samples, meat from dressed carcase",Meat and meat products ,MCG,332,543,50-450 ,As MPG 18-377,,129,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,4.42,27.6,2,0,128,0,0,0,0,0,0,0,0,0,0,0,0,24.6,0.5,0,0,0,0,0,0,13,0.2,0,0,62.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.8,7,5.8,0,0.64,1,37,0,0,0,110,380,45,32,260,4.6,0.34,1.6,360,0.29,20,0
"Grouse, roasted, meat only, weighed with bone",420,18-378,"Grouse, roasted, meat only, weighed with bone","Calculated from roast, meat only 18-377",Meat and meat products ,MCG,333,249,50-451 ,As MPG 18-378,,6,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7,2.03,12.7,0.9,0,59,0,0,0,0,0,0,0,0,0,0,0,0,24.6,0.2,0,0,0,0,0,0,13,0.1,0,0,62.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.37,3.2,3.9,0,0.29,0,17,0,0,0,51,180,21,15,120,2.1,0.16,0.8,170,0.13,9,0
"Hare, stewed, meat only",421,18-379,"Hare, stewed, meat only",Meat from dressed carcase,Meat and meat products ,MEA,348,804,50-466 ,As MPG 18-379,,192,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.7,4.78,29.9,8,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,40,210,21,22,250,10.8,0,0,74,0,0,0
"Hare, stewed, meat only, weighed with bone",422,18-380,"Hare, stewed, meat only, weighed with bone",Calculated from 18-379,Meat and meat products ,MEA,349,585,50-467 ,As MPG 18-380,,139,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3,3.48,21.8,5.8,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,29,150,15,16,180,7.9,0,0,54,0,0,0
"Lamb, best end neck cutlets, grilled, lean and fat, weighed with bone",423,18-110,"Lamb, best end neck cutlets, grilled, lean and fat, weighed with bone",Calculated from 18-109,Meat and meat products ,MAE,281,1076,50-401 ,As MPG 18-110,,260,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2,2.82,17.6,21,0,259,0,0,0,0,0,0,0,0,0,0,0,0,52,10.4,0,0,0,0,0,0,40,8.1,0,0,5.4,1.1,0,0,0,0,8.9,1.8,76,7,0,7,0.4,0.11,0,0.1,0.14,4.3,3.4,0,0.23,1,3,0.87,1,0,58,250,14,17,150,1.2,0.06,2.1,51,0.01,3,4
"Lamb, average, trimmed fat, cooked",424,18-100,"Lamb, average, trimmed fat, cooked",LGC; average of 8 different cuts,Meat and meat products ,MAE,270,2345,50-389 18-434 ,As MPG 18-100,,573,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,2.64,15.4,56.3,0,568,0,0,0,0,0,0,0,0,0,0,0,0,53,28.4,0,0,0,0,0,0,40.2,21.6,0,0,4.4,2.4,0,0,0,0,9.8,5.3,100,29,0,29,0.5,0.28,0,0.09,0.17,3.6,2,0,0.2,1,4,0.74,1,0,72,260,11,18,160,1.1,0.05,1.5,67,0.01,4,6
"Lamb, best end neck cutlets, grilled, lean and fat",425,18-109,"Lamb, best end neck cutlets, grilled, lean and fat",Calculated from 68% lean and 32% fat,Meat and meat products ,MAE,280,1523,50-400 ,As 18-109,,367,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1,3.91,24.5,29.9,0,367,0,0,0,0,0,0,0,0,0,0,0,0,52,14.5,0,0,0,0,0,0,40,11.2,0,0,5.4,1.5,0,0,0,0,8.9,2.5,105,9,0,9,0.6,0.16,0,0.14,0.19,6,4.7,0,0.32,2,4,1.21,2,0,81,340,19,24,210,1.7,0.09,2.9,71,0.01,4,6
"Lamb, best end neck cutlets, grilled, lean, weighed with fat and bone",426,18-108,"Lamb, best end neck cutlets, grilled, lean, weighed with fat and bone",Calculated from 18-107,Meat and meat products ,MAE,283,477,50-403 ,As MPG 18-108,,114,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6,2.19,13.7,6.6,0,114,0,0,0,0,0,0,0,0,0,0,0,0,51.1,3.1,0,0,0,0,0,0,40.4,2.4,0,0,5.6,0.3,0,0,0,0,8.7,0.5,48,0,0,0,0.3,0.05,0,0.08,0.09,3.4,2.9,0,0.19,1,2,0.67,1,0,40,180,11,12,110,0.9,0.05,1.7,34,0,2,3
"Lamb, best end neck cutlets, grilled, lean",427,18-107,"Lamb, best end neck cutlets, grilled, lean",33 samples,Meat and meat products ,MAE,282,995,50-402 ,As MPG 18-107,,238,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4,4.56,28.5,13.8,0,238,0,0,0,0,0,0,0,0,0,0,0,0,51.1,6.5,0,0,0,0,0,0,40.4,5.1,0,0,5.6,0.7,0,0,0,0,8.7,1.1,100,0,0,0,0.6,0.1,0,0.16,0.19,7,5.9,0,0.4,3,4,1.4,2,0,84,370,23,26,230,1.9,0.11,3.6,71,0.01,4,6
"Lamb, breast, raw, lean and fat",428,18-112,"Lamb, breast, raw, lean and fat",Calculated from 66% lean and 33% fat,Meat and meat products ,MAE,271,1189,50-391 ,As MPG 18-112,,287,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.8,2.59,16.2,24.7,0,287,0,0,0,0,0,0,0,0,0,0,0,0,51.7,11.9,0,0,0,0,0,0,40.7,9.4,0,0,5,1.2,0,0,0,0,9.8,2.3,80,16,0,16,0.4,0.28,0,0.08,0.14,4.1,2.5,0,0.16,2,6,0.76,1,0,69,240,8,16,140,1,0.07,2.6,74,0.01,2,8
"Lamb, breast, roasted, lean",429,18-113,"Lamb, breast, roasted, lean",10 samples,Meat and meat products ,MAE,273,1138,50-393 ,As MPG 18-113,,273,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4,4.27,26.7,18.5,0,273,0,0,0,0,0,0,0,0,0,0,0,0,50.7,8.6,0,0,0,0,0,0,41.1,7,0,0,5.4,0.9,0,0,0,0,9.3,1.6,95,0,0,0,0.6,0.11,0,0.08,0.19,5.7,5.6,0,0.16,3,6,1.3,2,0,93,330,8,22,200,1.6,0.07,5.1,67,0.01,4,6
"Lamb, best end neck cutlets, raw, lean and fat",430,18-101,"Lamb, best end neck cutlets, raw, lean and fat",Calculated from 66% lean and 34% fat,Meat and meat products ,MAE,279,1309,50-399 ,As MPG 18-101,,316,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.9,2.61,16.3,27.9,0,316,0,0,0,0,0,0,0,0,0,0,0,0,52,13.6,0,0,0,0,0,0,39.8,10.4,0,0,5.4,1.4,0,0,0,0,8.7,2.3,76,15,0,15,0.4,0.07,0,0.15,0.16,5.1,3.2,0,0.34,1,11,0.4,2,0,58,250,11,17,150,1,0.05,1.9,62,0.01,3,8
"Lamb, average, trimmed fat, raw",431,18-098,"Lamb, average, trimmed fat, raw",LGC; average of 8 different cuts,Meat and meat products ,MAE,269,2135,50-388 18-433 ,As MPG 18-098,,518,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7,2.13,13.3,51.6,0,518,0,0,0,0,0,0,0,0,0,0,0,0,53.5,26.3,0,0,0,0,0,0,39.7,19.5,0,0,4.6,2.3,0,0,0,0,9.8,4.8,92,29,0,29,0.5,0.14,0,0.07,0.12,2.2,1.3,0,0.1,1,4,0.47,1,0,36,140,9,9,86,0.7,0.03,0.9,43,0.01,2,6
"Lamb, stewing, raw, lean and fat",432,18-182,"Lamb, stewing, raw, lean and fat",Calculated from 80% lean and 20% fat,Meat and meat products ,MAE,287,849,50-407 ,"As MPG 18-182, previously named Stewing lamb, raw, lean and fat",,203,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.6,3.6,22.5,12.6,0,203,0,0,0,0,0,0,0,0,0,0,0,0,50.3,5.9,0,0,0,0,0,0,41.4,4.9,0,0,5.5,0.6,0,0,0,0,8.7,1,78,10,0,10,0.4,0.07,0,0.09,0.15,3.8,3.2,0,0.23,2,2,0.4,1,0,66,270,25,17,160,1.2,0.06,3.1,69,0.01,2,4
"Lamb, shoulder, whole, roasted, lean and fat",433,18-180,"Lamb, shoulder, whole, roasted, lean and fat",Calculated from 78% lean and 22% fat,Meat and meat products ,MAE,292,1238,50-412  ,As MPG and FA supplements 18-180,,298,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.5,3.96,24.7,22.1,0,298,0,0,0,0,0,0,0,0,0,0,0,0,50.5,10.4,3.52,0.73,1.56,0.32,34.72,7.17,42,8.7,4.17,0.86,5.1,1,48.39,9.99,2.06,0.43,8.25,1.7,105,6,0,6,0.7,0.15,0,0.1,0.21,5,4.8,0,0.2,2,4,0.99,2,0,80,320,9,22,190,1.6,0.09,5,79,0.01,5,7
"Lamb, shoulder, whole, roasted, lean",434,18-179,"Lamb, shoulder, whole, roasted, lean",10 samples,Meat and meat products ,MAE,293,910,50-413 ,As MPG 18-179,,218,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.5,0,0,0,0,0,0,0,0,56.9,4.35,27.2,12.1,0,218,0,0,0,0,0,0,0,0,0,0,0,0,49.8,5.5,0,0,0,0,0,0,42.4,4.7,0,0,5.2,0.6,0,0,0,0,8,0.9,105,0,0,0,0.8,0.06,0,0.11,0.23,5.3,5.6,0,0.21,2,4,1.1,2,0,80,330,8,23,210,1.8,0.1,5.8,81,0.01,6,6
"Lamb, stewing, stewed, lean and fat",435,18-187,"Lamb, stewing, stewed, lean and fat",Calculated from 85% lean and 15% fat,Meat and meat products ,MAE,288,1159,50-408  ,"As MPG and FA 18-187, previously named Stewing lamb, stewed, lean and fat",,279,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.1,3.91,24.4,20.1,0,279,0,0,0,0,0,0,0,0,0,0,0,0,49,9.2,5.28,0.99,1.87,0.35,34.1,6.4,41.1,7.7,6.21,1.17,7.2,1.3,46.91,8.81,2.06,0.39,7.93,1.49,92,0,0,0,0.6,0.2,0,0.05,0.12,2.4,4.9,0,0.11,2,2,1.19,2,0,50,170,33,16,140,1.7,0.08,5.4,65,0.01,4,6
"Lamb, shoulder, raw, lean and fat",436,18-170,"Lamb, shoulder, raw, lean and fat",Calculated from 76% lean and 24% fat,Meat and meat products ,MAE,291,976,50-411 ,As MPG 18-170,,235,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.6,2.81,17.6,18.3,0,235,0,0,0,0,0,0,0,0,0,0,0,0,49.8,8.5,0,0,0,0,0,0,41.8,7.1,0,0,5.9,1,0,0,0,0,6.3,1,76,11,0,11,0.4,0.13,0,0.14,0.16,4.4,2.9,0,0.23,2,4,0.88,1,0,63,280,6,19,160,1.1,0.08,3.4,63,0.02,3,3
"Lamb, breast, roasted, lean and fat",437,18-114,"Lamb, breast, roasted, lean and fat",Calculated from 62% lean and 36% fat,Meat and meat products ,MAE,272,1487,50-392 ,As MPG 18-114,,359,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,3.59,22.4,29.9,0,359,0,0,0,0,0,0,0,0,0,0,0,0,51.3,14.3,0,0,0,0,0,0,40.9,11.4,0,0,5.1,1.4,0,0,0,0,9.7,2.7,93,10,0,10,0.5,0.17,0,0.09,0.18,4.9,4.2,0,0.16,2,5,1.09,2,0,85,300,9,21,180,1.4,0.06,3.7,67,0.01,4,6
"Lamb, loin chops, raw, lean and fat, weighed with bone",438,18-497,"Lamb, loin chops, raw, lean and fat, weighed with bone",Calculated from 18-476,Meat and meat products ,MAE,18140,895,18-140 ,"Data as MPG Supplement 18-140, with vitamin D from LGC 'Determination of 25-OH vitamin D in selected foodstuffs' 1997, Food Surveillance Information Sheet No.101",,216,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,46.3,2.19,13.7,17.9,0,216,0,0,0,0,0,0,0,0,0,0,0,0,50.4,8.4,0,0,0,0,0,0,41.1,6.9,0,0,5.7,1,0,0,0,0,8.5,1.4,62,9,0,9,0.2,0.05,0,0.1,0.17,3.9,2.8,0,0.18,1,2,0.67,1,0,49,220,10,15,130,1,0.05,1.6,51,0.01,2,5
"Lamb, loin chops, grilled, lean and fat, weighed with bone",439,18-496,"Lamb, loin chops, grilled, lean and fat, weighed with bone",Calculated from 18-477,Meat and meat products ,MAE,276,1028,18-144 50-396 ,"As MPG 18-144, Vitamin D figure estimated from 18-477 (LGC 'Determination of 25-OH vitamin D in selected foodstuffs' 1997, Food Surveillance Information Sheet No.101)",,247,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9,3.44,21.5,17.9,0,247,0,0,0,0,0,0,0,0,0,0,0,0,50.6,8.5,0,0,0,0,0,0,40.8,6.7,0,0,1,1,0,0,0,0,9.1,1.5,81,6,0,6,0.2,0.07,0,0.13,0.2,5.9,4.2,0,0.35,2,5,1.04,2,0,66,300,16,21,190,1.5,0.07,2.5,60,0.01,3,5
"Lamb, leg, whole, lean and fat, roast, medium",440,18-480,"Lamb, leg, whole, lean and fat, roast, medium",Calculated from 89% lean and 11% fat,Meat and meat products ,MAE,285,1003,18-136 50-405  ,"Data as MPG and FA Supplements 18-136, with iron from LGC 'The determination of different forms of Iron in foodstuffs' 1997, Food Surveillance Information sheet No.117.",,240,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.3,4.5,28.1,14.2,0,240,0,0,0,0,0,0,0,0,0,0,0,0,44.7,5.66,4.2,0.56,2.2,0.29,38.32,5.09,45.6,6.1,5.01,0.66,6.4,0.8,42.66,5.66,2.03,0.27,8.64,1.15,100,0,0,0,0.6,0.05,0,0.12,0.28,5.9,5.4,11.3,0.32,2,2,1.41,2,0,64,340,7,25,210,1.72,0.1,4.3,67,0.02,4,3
"Lamb, leg, average, lean and fat, raw",441,18-478,"Lamb, leg, average, lean and fat, raw",Calculated from 83% lean and 17% fat,Meat and meat products ,MAE,284,778,18-123 50-404  ,Data as MPG and FA Supplements 18-123,,187,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.4,3.05,19,12.3,0,187,0,0,0,0,0,0,0,0,0,0,0,0,48.5,5.36,4.1,0.47,2.32,0.27,35.22,4.05,42.3,4.87,5.49,0.63,6.4,0.74,46.59,5.36,1.89,0.22,8.1,0.93,78,9,0,9,0.7,0.05,0,0.14,0.23,5.1,3.7,8.8,0.33,1,11,1.25,2,0,58,320,7,22,190,1.4,0.08,2.8,59,0.01,2,2
"Lamb, loin chops, lean and fat, grilled",442,18-477,"Lamb, loin chops, lean and fat, grilled",Calculated from 76% lean and 24% fat,Meat and meat products ,MAE,275,1268,18-143 50-395 ,"Data as MPG Supplement, 18-143 with vitamin D estimated from grilled, lean only, LGC 'Determination of 25-OH vitamin D in selected foodstuffs' 1997, Food Surveillance Information Sheet No.101",,305,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,50.5,4.24,26.5,22.1,0,305,0,0,0,0,0,0,0,0,0,0,0,0,50.6,10.5,0,0,0,0,0,0,40.8,8.4,0,0,6.1,1.3,0,0,0,0,9.1,1.9,100,7,0,7,0.3,0.09,0,0.16,0.25,7.3,5.2,12.5,0.44,3,6,1.28,2,0,81,370,20,27,230,1.9,0.09,3.1,74,0.02,4,6
"Lamb, loin chops, lean and fat, raw",443,18-476,"Lamb, loin chops, lean and fat, raw",Calculated from 72% lean and 28% fat,Meat and meat products ,MAE,274,1150,18-139 50-394 ,"Data as MPG Supplement 18-139, with vitamin D from LGC 'Determination of 25-OH vitamin D in selected foodstuffs' 1997, Food Surveillance Information Sheet No.101",,277,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,59.3,2.81,17.6,23,0,277,0,0,0,0,0,0,0,0,0,0,0,0,50.4,10.8,0,0,0,0,0,0,41.1,8.8,0,0,5.7,1.2,0,0,0,0,8.5,1.8,79,12,0,12,0.8,0.07,0,0.13,0.22,5,3.6,8.6,0.23,1,3,0.86,1,0,63,280,13,19,170,1.3,0.07,2,65,0.01,3,7
"Lamb, lean only, raw, average",444,18-475,"Lamb, lean only, raw, average",LGC; average of 8 different cuts,Meat and meat products ,MAE,266,639,18-096 18-432 50-390 ,"Data from MPG (18-096) and FA (18-432) supplements, with selenium from SAC Analysis of foods for Selenium 1994 MAFF Project 2B006",,153,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.6,3.23,20.2,8,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,3.84,0.28,2.23,0.16,35.06,2.58,0,3.09,4.85,0.36,0,0.45,47.02,3.46,2.03,0.15,8.18,0.6,74,6,0,6,0.4,0.09,0,0.09,0.2,5.4,3.9,9.3,0.3,2,6,0.92,2,0,70,330,12,22,190,1.4,0.08,3.3,74,0.01,4,6
"Lamb, stewing, stewed, lean",445,18-186,"Lamb, stewing, stewed, lean",10 samples,Meat and meat products ,MAE,289,1000,50-409 ,"As MPG 18-186, previously named Stewing lamb, stewed, lean",,240,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.9,4.26,26.6,14.8,0,240,0,0,0,0,0,0,0,0,0,0,0,0,48.3,6.5,0,0,0,0,0,0,41.3,5.6,0,0,7.6,1,0,0,0,0,7.7,1,94,0,0,0,0.6,0.2,0,0.04,0.12,2.3,5.5,0,0.11,3,2,1.3,2,0,49,160,37,16,140,1.9,0.09,6.1,67,0.01,4,6
"Lamb, leg, whole, lean only, roast, medium",446,18-479,"Lamb, leg, whole, lean only, roast, medium",10 samples,Meat and meat products ,MAE,286,853,18-135 50-406 ,"Data as MPG Supplement 18-135, with iron from LGC 'The determination of different forms of Iron in foodstuffs' 1997, Food Surveillance Information sheet No.117.",,203,29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.5,0,0,0,0,0,0,0,0,60.5,4.75,29.7,9.4,0,203,0,0,0,0,0,0,0,0,0,0,0,0,43.9,3.8,0,0,0,0,0,0,46,3.9,0,0,6.8,0.6,0,0,0,0,8.6,0.7,100,0,0,0,0.7,0.03,0,0.12,0.29,6.2,5.8,12,0.34,2,2,1.5,3,0,63,360,7,26,220,1.8,0.11,4.6,67,0.02,4,3
"Lamb, mince, raw",447,18-481,"Lamb, mince, raw",10 samples,Meat and meat products ,MAE,18158,817,18-158 ,"Data as MPG Supplement 18-158 with vitamin D from LGC 'Determination of 25-OH vitamin D in selected foodstuffs' 1997, Food Surveillance Information Sheet No.101",,196,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,67.1,3.06,19.1,13.3,0,196,0,0,0,0,0,0,0,0,0,0,0,0,49.9,6.2,0,0,0,0,0,0,42.4,5.3,0,0,5,0.6,0,0,0,0,8.5,1.1,77,5,0,5,0.8,0.18,0,0.12,0.18,4.8,3.7,8.5,0.2,2,2,0.9,2,0,69,310,17,21,190,1.6,0.08,3.5,68,0.01,2,6
"Lamb, loin chops, grilled, lean, weighed with fat and bone",448,18-142,"Lamb, loin chops, grilled, lean, weighed with fat and bone",Calculated from 18-141,Meat and meat products ,MAE,278,543,50-398 ,"As MPG 18-142. Vitamin K estimated from Bolton-Smith et al Br.J. Nutr.83, 2000",,130,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4,2.85,17.8,6.5,0,130,0,0,0,0,0,0,0,0,0,0,0,0,49.7,3,0,0,0,0,0,0,41.2,2.5,0,0,6.3,0.4,0,0,0,0,8.7,0.5,59,0,0,0,0.4,0.01,0.17,0.1,0.16,5.1,3.7,0,0.32,2,4,0.85,2,0,49,240,13,17,150,1.3,0.06,2.2,45,0.01,2,4
